From	Entry	Entry Name	Gene Names
9606.ENSP00000286827	Q13009	TIAM1_HUMAN	TIAM1
9606.ENSP00000287008	Q08174	PCDH1_HUMAN	PCDH1
9606.ENSP00000287020	Q6KF10	GDF6_HUMAN	GDF6 BMP13 GDF16
9606.ENSP00000287042	Q9ULS6	KCNS2_HUMAN	KCNS2 KIAA1144
9606.ENSP00000287152	Q6ZMV9	KIF6_HUMAN	KIF6 C6orf102
9606.ENSP00000287156	O14933	UB2L6_HUMAN	UBE2L6 UBCH8
9606.ENSP00000287218	Q9H8U3	ZFAN3_HUMAN	ZFAND3 TEX27
9606.ENSP00000287239	Q8WYB5	KAT6B_HUMAN	KAT6B KIAA0383 MORF MOZ2 MYST4
9606.ENSP00000287295	O95831	AIFM1_HUMAN	AIFM1 AIF PDCD8
9606.ENSP00000287322	O95429	BAG4_HUMAN	BAG4 SODD
9606.ENSP00000287490	Q02221	CX6A2_HUMAN	COX6A2 COX6A COX6AH
9606.ENSP00000287727	O95405	ZFYV9_HUMAN	ZFYVE9 MADHIP SARA SMADIP
9606.ENSP00000287766	P30531	SC6A1_HUMAN	SLC6A1 GABATR GABT1 GAT1
9606.ENSP00000287820	P37231	PPARG_HUMAN	PPARG NR1C3
9606.ENSP00000287878	Q9UGJ0	AAKG2_HUMAN	PRKAG2
9606.ENSP00000287934	Q9UP38	FZD1_HUMAN	FZD1
9606.ENSP00000287936	P04035	HMDH_HUMAN	HMGCR
9606.ENSP00000288014	Q9BU02	THTPA_HUMAN	THTPA
9606.ENSP00000288071	Q9UMR2	DD19B_HUMAN	DDX19B DBP5 DDX19 TDBP
9606.ENSP00000288135	P10721	KIT_HUMAN	KIT SCFR
9606.ENSP00000288139	Q01668	CAC1D_HUMAN	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2
9606.ENSP00000288221	O15083	ERC2_HUMAN	ERC2 KIAA0378
9606.ENSP00000288228	Q8TBF8	FA81A_HUMAN	FAM81A
9606.ENSP00000288235	Q12965	MYO1E_HUMAN	MYO1E MYO1C
9606.ENSP00000288602	P15056	BRAF_HUMAN	BRAF BRAF1 RAFB1
9606.ENSP00000288670	Q96PY5	FMNL2_HUMAN	FMNL2 FHOD2 KIAA1902
9606.ENSP00000288699	Q9BPU6	DPYL5_HUMAN	DPYSL5 CRMP5 ULIP6
9606.ENSP00000288710	Q96MC2	DRC1_HUMAN	DRC1 C2orf39 CCDC164
9606.ENSP00000288828	Q9Y4P8	WIPI2_HUMAN	WIPI2 CGI-50
9606.ENSP00000288840	O43541	SMAD6_HUMAN	SMAD6 MADH6
9606.ENSP00000288937	Q9NRX2	RM17_HUMAN	MRPL17 LIP2
9606.ENSP00000288943	Q05923	DUS2_HUMAN	DUSP2 PAC1
9606.ENSP00000289153	P42338	PK3CB_HUMAN	PIK3CB PIK3C1
9606.ENSP00000289228	P42025	ACTY_HUMAN	ACTR1B CTRN2
9606.ENSP00000289371	O60841	IF2P_HUMAN	EIF5B IF2 KIAA0741
9606.ENSP00000289547	Q9UHC9	NPCL1_HUMAN	NPC1L1
9606.ENSP00000289575	O94956	SO2B1_HUMAN	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9
9606.ENSP00000289746	P55291	CAD15_HUMAN	CDH15 CDH14 CDH3
9606.ENSP00000289902	P30273	FCERG_HUMAN	FCER1G
9606.ENSP00000289968	Q68EM7	RHG17_HUMAN	ARHGAP17 RICH1 MSTP066 MSTP110
9606.ENSP00000290158	Q14974	IMB1_HUMAN	KPNB1 NTF97
9606.ENSP00000290299	P48047	ATPO_HUMAN	ATP5PO ATP5O ATPO
9606.ENSP00000290332	Q96NY7	CLIC6_HUMAN	CLIC6 CLIC1L
9606.ENSP00000290378	P68032	ACTC_HUMAN	ACTC1 ACTC
9606.ENSP00000290401	Q9Y639	NPTN_HUMAN	NPTN SDFR1 SDR1
9606.ENSP00000290541	P28070	PSB4_HUMAN	PSMB4 PROS26
9606.ENSP00000290846	O75648	MTU1_HUMAN	TRMU MTU1 TRMT1
9606.ENSP00000290913	Q9BRQ6	MIC25_HUMAN	CHCHD6 CHCM1 MIC25
9606.ENSP00000290921	Q13363	CTBP1_HUMAN	CTBP1 CTBP
9606.ENSP00000290949	P61421	VA0D1_HUMAN	ATP6V0D1 ATP6D VPATPD
9606.ENSP00000290974	Q9HCC9	LST2_HUMAN	ZFYVE28 KIAA1643 LST2
9606.ENSP00000291041	P11801	KPSH1_HUMAN	PSKH1
9606.ENSP00000291232	Q96RJ3	TR13C_HUMAN	TNFRSF13C BAFFR BR3
9606.ENSP00000291568	P04080	CYTB_HUMAN	CSTB CST6 STFB
9606.ENSP00000291823	Q8NE63	HIPK4_HUMAN	HIPK4
9606.ENSP00000291890	O76036	NCTR1_HUMAN	NCR1 LY94
9606.ENSP00000291900	Q7Z7L7	ZER1_HUMAN	ZER1 C9orf60 ZYG ZYG11BL
9606.ENSP00000292169	P23297	S10A1_HUMAN	S100A1 S100A
9606.ENSP00000292174	P32302	CXCR5_HUMAN	CXCR5 BLR1 MDR15
9606.ENSP00000292246	Q9NW15	ANO10_HUMAN	ANO10 TMEM16K
9606.ENSP00000292301	P41597	CCR2_HUMAN	CCR2 CMKBR2
9606.ENSP00000292303	P51681	CCR5_HUMAN	CCR5 CMKBR5
9606.ENSP00000292363	Q9BV68	RN126_HUMAN	RNF126
9606.ENSP00000292377	Q8N158	GPC2_HUMAN	GPC2
9606.ENSP00000292475	P56134	ATPK_HUMAN	ATP5MF ATP5J2 ATP5JL
9606.ENSP00000292530	Q96JL9	ZN333_HUMAN	ZNF333 KIAA1806
9606.ENSP00000292778	A8MPS7	YDJC_HUMAN	YDJC
9606.ENSP00000292807	Q96CW1	AP2M1_HUMAN	AP2M1 CLAPM1 KIAA0109
9606.ENSP00000293190	Q14957	NMDE3_HUMAN	GRIN2C NMDAR2C
9606.ENSP00000293217	Q15067	ACOX1_HUMAN	ACOX1 ACOX
9606.ENSP00000293288	Q07812	BAX_HUMAN	BAX BCL2L4
9606.ENSP00000293328	P51692	STA5B_HUMAN	STAT5B
9606.ENSP00000293350	Q8IZ83	A16A1_HUMAN	ALDH16A1
9606.ENSP00000293373	P55160	NCKPL_HUMAN	NCKAP1L HEM1
9606.ENSP00000293549	P04628	WNT1_HUMAN	WNT1 INT1
9606.ENSP00000293662	Q7Z6J2	GRASP_HUMAN	TAMALIN GRASP
9606.ENSP00000293745	Q14CN4	K2C72_HUMAN	KRT72 K6IRS2 KB35 KRT6 KRT6IRS2
9606.ENSP00000293760	Q8NC56	LEMD2_HUMAN	LEMD2
9606.ENSP00000293805	Q8N143	BCL6B_HUMAN	BCL6B BAZF ZNF62
9606.ENSP00000293831	P60842	IF4A1_HUMAN	EIF4A1 DDX2A EIF4A
9606.ENSP00000293894	P57073	SOX8_HUMAN	SOX8
9606.ENSP00000294016	O60503	ADCY9_HUMAN	ADCY9 KIAA0520
9606.ENSP00000294053	Q9H078	CLPB_HUMAN	CLPB HSP78 SKD3
9606.ENSP00000294066	Q12851	M4K2_HUMAN	MAP4K2 GCK RAB8IP
9606.ENSP00000294179	Q13190	STX5_HUMAN	STX5 STX5A
9606.ENSP00000294309	Q8NHX9	TPC2_HUMAN	TPCN2 TPC2
9606.ENSP00000294339	P17542	TAL1_HUMAN	TAL1 BHLHA17 SCL TCL5
9606.ENSP00000294353	Q9C0D3	ZY11B_HUMAN	ZYG11B KIAA1730
9606.ENSP00000294383	Q9UPU5	UBP24_HUMAN	USP24 KIAA1057
9606.ENSP00000294413	P18577	RHCE_HUMAN	RHCE RHC RHE
9606.ENSP00000294435	Q96R05	RET7_HUMAN	RBP7
9606.ENSP00000294517	Q96A70	AZIN2_HUMAN	AZIN2 ADC KIAA1945 ODCP
9606.ENSP00000294543	Q5TGY1	TMCO4_HUMAN	TMCO4
9606.ENSP00000294671	Q8N8V2	GBP7_HUMAN	GBP7 GBP4L
9606.ENSP00000294728	P19320	VCAM1_HUMAN	VCAM1
9606.ENSP00000294742	O15511	ARPC5_HUMAN	ARPC5 ARC16
9606.ENSP00000294904	P29558	RBMS1_HUMAN	RBMS1 C2orf12 MSSP MSSP1 SCR2
9606.ENSP00000295006	P17655	CAN2_HUMAN	CAPN2 CANPL2
9606.ENSP00000295055	Q6MZZ7	CAN13_HUMAN	CAPN13
9606.ENSP00000295065	Q9Y316	MEMO1_HUMAN	MEMO1 C2orf4 MEMO NS5ATP7 CGI-27
9606.ENSP00000295082	Q9H3M0	KCNF1_HUMAN	KCNF1
9606.ENSP00000295101	P48549	KCNJ3_HUMAN	KCNJ3 GIRK1
9606.ENSP00000295108	Q13562	NDF1_HUMAN	NEUROD1 BHLHA3 NEUROD
9606.ENSP00000295124	Q96M89	CC138_HUMAN	CCDC138
9606.ENSP00000295304	Q8WUX2	CHAC2_HUMAN	CHAC2
9606.ENSP00000295317	Q8NC42	RN149_HUMAN	RNF149 DNAPTP2
9606.ENSP00000295321	Q96ST2	IWS1_HUMAN	IWS1 IWS1L
9606.ENSP00000295324	Q9UKI2	BORG2_HUMAN	CDC42EP3 BORG2 CEP3
9606.ENSP00000295448	Q8TDQ7	GNPI2_HUMAN	GNPDA2 GNP2
9606.ENSP00000295452	Q8N1C3	GBRG1_HUMAN	GABRG1
9606.ENSP00000295454	P18505	GBRB1_HUMAN	GABRB1
9606.ENSP00000295550	P12111	CO6A3_HUMAN	COL6A3
9606.ENSP00000295619	Q9HC23	PROK2_HUMAN	PROK2 BV8
9606.ENSP00000295640	Q9H4A4	AMPB_HUMAN	RNPEP APB
9606.ENSP00000295666	Q16270	IBP7_HUMAN	IGFBP7 MAC25 PSF
9606.ENSP00000295682	Q8N6L1	KTAP2_HUMAN	KRTCAP2 KCP2
9606.ENSP00000295685	O15144	ARPC2_HUMAN	ARPC2 ARC34 PRO2446
9606.ENSP00000295688	P49368	TCPG_HUMAN	CCT3 CCTG TRIC5
9606.ENSP00000295736	Q9Y6M7	S4A7_HUMAN	SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6
9606.ENSP00000295756	Q6PIZ9	TRAT1_HUMAN	TRAT1 TCRIM HSPC062
9606.ENSP00000295770	Q8TCJ2	STT3B_HUMAN	STT3B SIMP
9606.ENSP00000295802	Q6NUM9	RETST_HUMAN	RETSAT PPSIG UNQ439/PRO872
9606.ENSP00000295822	Q9GZV4	IF5A2_HUMAN	EIF5A2
9606.ENSP00000295886	P78426	NKX61_HUMAN	NKX6-1 NKX6A
9606.ENSP00000295902	Q7Z3G6	PRIC2_HUMAN	PRICKLE2
9606.ENSP00000295951	Q14BN4	SLMAP_HUMAN	SLMAP KIAA1601 SLAP UNQ1847/PRO3577
9606.ENSP00000295987	P17600	SYN1_HUMAN	SYN1
9606.ENSP00000295992	Q9UKZ9	PCOC2_HUMAN	PCOLCE2 PCPE2 UNQ250/PRO287
9606.ENSP00000296029	P02776	PLF4_HUMAN	PF4 CXCL4 SCYB4
9606.ENSP00000296043	Q8TF72	SHRM3_HUMAN	SHROOM3 KIAA1481 SHRML MSTP013
9606.ENSP00000296051	Q969F9	HPS3_HUMAN	HPS3
9606.ENSP00000296137	Q9BQS8	FYCO1_HUMAN	FYCO1 ZFYVE7
9606.ENSP00000296140	P32246	CCR1_HUMAN	CCR1 CMKBR1 CMKR1 SCYAR1
9606.ENSP00000296181	P18084	ITB5_HUMAN	ITGB5
9606.ENSP00000296277	Q96EH5	RL39L_HUMAN	RPL39L RPL39L1
9606.ENSP00000296318	Q8NFM7	I17RD_HUMAN	IL17RD IL17RLM SEF UNQ6115/PRO20026
9606.ENSP00000296358	Q7RTM1	OTOP1_HUMAN	OTOP1
9606.ENSP00000296370	P25815	S100P_HUMAN	S100P S100E
9606.ENSP00000296511	P08758	ANXA5_HUMAN	ANXA5 ANX5 ENX2 PP4
9606.ENSP00000296522	P15428	PGDH_HUMAN	HPGD PGDH1 SDR36C1
9606.ENSP00000296526	P42262	GRIA2_HUMAN	GRIA2 GLUR2
9606.ENSP00000296543	Q9BXJ9	NAA15_HUMAN	NAA15 GA19 NARG1 NATH TBDN100
9606.ENSP00000296545	P40933	IL15_HUMAN	IL15
9606.ENSP00000296564	Q9Y2F5	ICE1_HUMAN	ICE1 KIAA0947
9606.ENSP00000296577	P61221	ABCE1_HUMAN	ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40
9606.ENSP00000296658	Q96DG6	CMBL_HUMAN	CMBL
9606.ENSP00000296674	P62266	RS23_HUMAN	RPS23
9606.ENSP00000296684	O43181	NDUS4_HUMAN	NDUFS4
9606.ENSP00000296702	O14776	TCRG1_HUMAN	TCERG1 CA150 TAF2S
9606.ENSP00000296741	Q6UWR7	ENPP6_HUMAN	ENPP6 UNQ1889/PRO4334
9606.ENSP00000296795	O15455	TLR3_HUMAN	TLR3
9606.ENSP00000296849	Q969F2	NKD2_HUMAN	NKD2
9606.ENSP00000296861	O75509	TNR21_HUMAN	TNFRSF21 DR6 UNQ437/PRO868
9606.ENSP00000296870	P08700	IL3_HUMAN	IL3
9606.ENSP00000296871	P04141	CSF2_HUMAN	CSF2 GMCSF
9606.ENSP00000296930	P06748	NPM_HUMAN	NPM1 NPM
9606.ENSP00000297029	Q9Y6U3	SCIN_HUMAN	SCIN KIAA1905
9606.ENSP00000297056	Q8NCG7	DGLB_HUMAN	DAGLB
9606.ENSP00000297071	Q13595	TRA2A_HUMAN	TRA2A
9606.ENSP00000297107	Q86SR1	GLT10_HUMAN	GALNT10
9606.ENSP00000297142	Q96NK8	NDF6_HUMAN	NEUROD6 ATOH2 BHLHA2 My051
9606.ENSP00000297157	Q8TA86	RP9_HUMAN	RP9
9606.ENSP00000297161	Q8N8U9	BMPER_HUMAN	BMPER KIAA1965
9606.ENSP00000297185	P38646	GRP75_HUMAN	HSPA9 GRP75 HSPA9B mt-HSP70
9606.ENSP00000297258	Q01469	FABP5_HUMAN	FABP5
9606.ENSP00000297261	Q15465	SHH_HUMAN	SHH
9606.ENSP00000297268	P08123	CO1A2_HUMAN	COL1A2
9606.ENSP00000297283	P15259	PGAM2_HUMAN	PGAM2 PGAMM
9606.ENSP00000297313	O76081	RGS20_HUMAN	RGS20 RGSZ1 ZGAP1
9606.ENSP00000297347	Q96HR3	MED30_HUMAN	MED30 THRAP6 TRAP25
9606.ENSP00000297405	Q7Z407	CSMD3_HUMAN	CSMD3 KIAA1894
9606.ENSP00000297440	Q86Y56	DAAF5_HUMAN	DNAAF5 HEATR2
9606.ENSP00000297562	O43299	AP5Z1_HUMAN	AP5Z1 KIAA0415 SPG48
9606.ENSP00000297581	Q9H295	DCSTP_HUMAN	DCSTAMP TM7SF4
9606.ENSP00000297848	Q05707	COEA1_HUMAN	COL14A1 UND
9606.ENSP00000297954	Q9Y3S1	WNK2_HUMAN	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
9606.ENSP00000297991	Q92482	AQP3_HUMAN	AQP3
9606.ENSP00000297994	Q6PF06	TM10B_HUMAN	TRMT10B RG9MTD3
9606.ENSP00000298097	Q7Z6M2	FBX33_HUMAN	FBXO33 FBX33
9606.ENSP00000298119	Q96NI6	LRFN5_HUMAN	LRFN5 C14orf146 SALM5
9606.ENSP00000298139	Q14191	WRN_HUMAN	WRN RECQ3 RECQL2
9606.ENSP00000298282	Q96KN3	PKNX2_HUMAN	PKNOX2 PREP2
9606.ENSP00000298283	Q96L21	RL10L_HUMAN	RPL10L
9606.ENSP00000298299	P17026	ZNF22_HUMAN	ZNF22 KOX15 KROX26
9606.ENSP00000298351	Q9P1W3	CSC1_HUMAN	TMEM63C C14orf171 CSC1
9606.ENSP00000298355	Q9C026	TRIM9_HUMAN	TRIM9 KIAA0282 RNF91
9606.ENSP00000298492	Q15018	ABRX2_HUMAN	ABRAXAS2 ABRO1 FAM175B KIAA0157
9606.ENSP00000298510	P30048	PRDX3_HUMAN	PRDX3 AOP1
9606.ENSP00000298545	Q96MA6	KAD8_HUMAN	AK8 C9orf98
9606.ENSP00000298552	Q92574	TSC1_HUMAN	TSC1 KIAA0243 TSC
9606.ENSP00000298573	Q9BY84	DUS16_HUMAN	DUSP16 KIAA1700 MKP7
9606.ENSP00000298596	Q6ZVD7	STOX1_HUMAN	STOX1 C10orf24
9606.ENSP00000298910	Q5S007	LRRK2_HUMAN	LRRK2 PARK8
9606.ENSP00000298925	Q92832	NELL1_HUMAN	NELL1 NRP1
9606.ENSP00000299045	Q8N4U5	T11L2_HUMAN	TCP11L2
9606.ENSP00000299084	Q7Z699	SPRE1_HUMAN	SPRED1
9606.ENSP00000299106	Q9BX67	JAM3_HUMAN	JAM3 UNQ859/PRO1868
9606.ENSP00000299138	Q96QK1	VPS35_HUMAN	VPS35 MEM3 TCCCTA00141
9606.ENSP00000299164	Q8TE58	ATS15_HUMAN	ADAMTS15
9606.ENSP00000299166	O95169	NDUB8_HUMAN	NDUFB8
9606.ENSP00000299178	P37288	V1AR_HUMAN	AVPR1A AVPR1
9606.ENSP00000299191	Q8WTQ4	CP078_HUMAN	C16orf78
9606.ENSP00000299300	P78371	TCPB_HUMAN	CCT2 99D8.1 CCTB
9606.ENSP00000299314	Q3T906	GNPTA_HUMAN	GNPTAB GNPTA KIAA1208
9606.ENSP00000299339	P78369	CLD10_HUMAN	CLDN10
9606.ENSP00000299440	P15918	RAG1_HUMAN	RAG1 RNF74
9606.ENSP00000299492	Q8ND30	LIPB2_HUMAN	PPFIBP2
9606.ENSP00000299518	P50213	IDH3A_HUMAN	IDH3A
9606.ENSP00000299687	Q9C0G0	ZN407_HUMAN	ZNF407 KIAA1703
9606.ENSP00000299705	Q9Y3Q3	TMED3_HUMAN	TMED3 C15orf22 UNQ5357/PRO1078
9606.ENSP00000299727	P47211	GALR1_HUMAN	GALR1 GALNR GALNR1
9606.ENSP00000299766	P32245	MC4R_HUMAN	MC4R
9606.ENSP00000299767	P14625	ENPL_HUMAN	HSP90B1 GRP94 TRA1
9606.ENSP00000299821	Q6IBW4	CNDH2_HUMAN	NCAPH2 CAPH2
9606.ENSP00000299824	Q96T49	PP16B_HUMAN	PPP1R16B ANKRD4 KIAA0823
9606.ENSP00000299886	Q8WTW3	COG1_HUMAN	COG1 KIAA1381 LDLB
9606.ENSP00000300026	P23284	PPIB_HUMAN	PPIB CYPB
9606.ENSP00000300035	Q15004	PAF15_HUMAN	PCLAF KIAA0101 NS5ATP9 PAF L5
9606.ENSP00000300069	Q6ZRY4	RBPS2_HUMAN	RBPMS2
9606.ENSP00000300107	O76031	CLPX_HUMAN	CLPX
9606.ENSP00000300151	Q9NX20	RM16_HUMAN	MRPL16 PNAS-111
9606.ENSP00000300249	Q15555	MARE2_HUMAN	MAPRE2 RP1
9606.ENSP00000300255	P58658	EVA1C_HUMAN	EVA1C C21orf63 C21orf64 FAM176C PRED34 UNQ2504/PRO5993
9606.ENSP00000300289	P30101	PDIA3_HUMAN	PDIA3 ERP57 ERP60 GRP58
9606.ENSP00000300291	O43809	CPSF5_HUMAN	NUDT21 CFIM25 CPSF25 CPSF5
9606.ENSP00000300504	Q8IYX1	TBC21_HUMAN	TBC1D21 MGCRABGAP
9606.ENSP00000300527	P12110	CO6A2_HUMAN	COL6A2
9606.ENSP00000300574	P46108	CRK_HUMAN	CRK
9606.ENSP00000300591	Q8IVV2	LOXH1_HUMAN	LOXHD1
9606.ENSP00000300605	Q9H0R4	HDHD2_HUMAN	HDHD2
9606.ENSP00000300648	Q92616	GCN1_HUMAN	GCN1 GCN1L1 KIAA0219
9606.ENSP00000300688	O75964	ATP5L_HUMAN	ATP5MG ATP5L
9606.ENSP00000300692	P04234	CD3D_HUMAN	CD3D T3D
9606.ENSP00000300778	Q8NH59	O51Q1_HUMAN	OR51Q1
9606.ENSP00000300784	Q9H479	FN3K_HUMAN	FN3K
9606.ENSP00000300896	Q8NFA0	UBP32_HUMAN	USP32 USP10
9606.ENSP00000300935	P61006	RAB8A_HUMAN	RAB8A MEL RAB8
9606.ENSP00000300954	Q6UW60	PCSK4_HUMAN	PCSK4 PC4 UNQ2757/PRO6496
9606.ENSP00000300961	Q96MG2	JSPR1_HUMAN	JSRP1 JP45
9606.ENSP00000301071	Q71U36	TBA1A_HUMAN	TUBA1A TUBA3
9606.ENSP00000301072	Q9BQE3	TBA1C_HUMAN	TUBA1C TUBA6
9606.ENSP00000301141	P11509	CP2A6_HUMAN	CYP2A6 CYP2A3
9606.ENSP00000301178	P30530	UFO_HUMAN	AXL UFO
9606.ENSP00000301180	Q9P265	DIP2B_HUMAN	DIP2B KIAA1463
9606.ENSP00000301272	Q96BF3	TMIG2_HUMAN	TMIGD2 CD28H IGPR1 UNQ3059/PRO9879
9606.ENSP00000301365	Q8NET8	TRPV3_HUMAN	TRPV3
9606.ENSP00000301452	Q8TDN7	ACER1_HUMAN	ACER1 ASAH3
9606.ENSP00000301457	O95182	NDUA7_HUMAN	NDUFA7
9606.ENSP00000301585	Q14197	ICT1_HUMAN	MRPL58 DS1 ICT1
9606.ENSP00000301587	O75947	ATP5H_HUMAN	ATP5PD ATP5H My032
9606.ENSP00000301633	H3BLT4	H3BLT4_HUMAN	BIRC5
9606.ENSP00000301659	Q96QA5	GSDMA_HUMAN	GSDMA GSDM GSDM1 FKSG9
9606.ENSP00000301738	Q9NXV2	KCTD5_HUMAN	KCTD5
9606.ENSP00000301740	Q9UQ35	SRRM2_HUMAN	SRRM2 KIAA0324 SRL300 SRM300 HSPC075
9606.ENSP00000301764	Q16531	DDB1_HUMAN	DDB1 XAP1
9606.ENSP00000301785	Q1KMD3	HNRL2_HUMAN	HNRNPUL2 HNRPUL2
9606.ENSP00000301788	P62487	RPB7_HUMAN	POLR2G RPB7
9606.ENSP00000301831	Q96C45	ULK4_HUMAN	ULK4
9606.ENSP00000301908	Q13519	PNOC_HUMAN	PNOC OFQ
9606.ENSP00000301945	Q9H6X2	ANTR1_HUMAN	ANTXR1 ATR TEM8
9606.ENSP00000301972	Q8NFW9	MYRIP_HUMAN	MYRIP SLAC2C
9606.ENSP00000302046	Q93091	RNAS6_HUMAN	RNASE6 RNS6
9606.ENSP00000302111	P16455	MGMT_HUMAN	MGMT
9606.ENSP00000302160	P62310	LSM3_HUMAN	LSM3 MDS017
9606.ENSP00000302177	Q6ZWT7	MBOA2_HUMAN	MBOAT2 LPCAT4 OACT2
9606.ENSP00000302216	Q92858	ATOH1_HUMAN	ATOH1 ATH1 BHLHA14
9606.ENSP00000302276	Q96MH2	HEXI2_HUMAN	HEXIM2 L3
9606.ENSP00000302289	Q6PCB8	EMB_HUMAN	EMB
9606.ENSP00000302310	Q96N95	ZN396_HUMAN	ZNF396 ZSCAN14
9606.ENSP00000302456	Q9Y2Y9	KLF13_HUMAN	KLF13 BTEB3 NSLP1
9606.ENSP00000302530	O43683	BUB1_HUMAN	BUB1 BUB1L
9606.ENSP00000302578	Q96KN1	LRAT2_HUMAN	LRATD2 BCMP101 FAM84B NSE2
9606.ENSP00000302586	Q8IY47	KBTB2_HUMAN	KBTBD2 BKLHD1 KIAA1489 CGI-73
9606.ENSP00000302625	Q9Y2T1	AXIN2_HUMAN	AXIN2
9606.ENSP00000302629	Q70JA7	CHSS3_HUMAN	CHSY3 CHSY2 CSS3
9606.ENSP00000302647	Q6GYQ0	RGPA1_HUMAN	RALGAPA1 GARNL1 KIAA0884 TULIP1
9606.ENSP00000302657	Q6UXT9	ABH15_HUMAN	ABHD15 UNQ6510/PRO21435
9606.ENSP00000302665	P05019	IGF1_HUMAN	IGF1 IBP1
9606.ENSP00000302768	Q9H074	PAIP1_HUMAN	PAIP1
9606.ENSP00000302886	Q9UQ80	PA2G4_HUMAN	PA2G4 EBP1
9606.ENSP00000302895	Q8WZ64	ARAP2_HUMAN	ARAP2 CENTD1 KIAA0580
9606.ENSP00000302896	P46781	RS9_HUMAN	RPS9
9606.ENSP00000302898	Q9UQB9	AURKC_HUMAN	AURKC AIE2 AIK3 AIRK3 ARK3 STK13
9606.ENSP00000302913	Q5HYK7	SH319_HUMAN	SH3D19
9606.ENSP00000302924	Q8TAD2	IL17D_HUMAN	IL17D UNQ3096/PRO21175
9606.ENSP00000302935	Q14005	IL16_HUMAN	IL16
9606.ENSP00000302936	Q8TF09	DLRB2_HUMAN	DYNLRB2 DNCL2B DNLC2B ROBLD2
9606.ENSP00000302961	P34932	HSP74_HUMAN	HSPA4 APG2
9606.ENSP00000303145	P49755	TMEDA_HUMAN	TMED10 TMP21
9606.ENSP00000303147	P31153	METK2_HUMAN	MAT2A AMS2 MATA2
9606.ENSP00000303153	Q8NFW1	COMA1_HUMAN	COL22A1
9606.ENSP00000303252	Q7Z570	Z804A_HUMAN	ZNF804A C2orf10
9606.ENSP00000303276	P10153	RNAS2_HUMAN	RNASE2 EDN RNS2
9606.ENSP00000303356	Q7Z4W1	DCXR_HUMAN	DCXR SDR20C1
9606.ENSP00000303424	Q13258	PD2R_HUMAN	PTGDR
9606.ENSP00000303427	Q29RF7	PDS5A_HUMAN	PDS5A KIAA0648 PDS5 PIG54
9606.ENSP00000303508	A2A2Y4	FRMD3_HUMAN	FRMD3 EPB41L4O
9606.ENSP00000303511	Q13608	PEX6_HUMAN	PEX6 PXAAA1
9606.ENSP00000303525	Q8N4T8	CBR4_HUMAN	CBR4 SDR45C1
9606.ENSP00000303634	Q14114	LRP8_HUMAN	LRP8 APOER2
9606.ENSP00000303686	O95665	NTR2_HUMAN	NTSR2
9606.ENSP00000303754	Q08752	PPID_HUMAN	PPID CYP40 CYPD
9606.ENSP00000303830	P06213	INSR_HUMAN	INSR
9606.ENSP00000303887	Q8N568	DCLK2_HUMAN	DCLK2 DCAMKL2 DCDC3B DCK2
9606.ENSP00000303909	Q12979	ABR_HUMAN	ABR
9606.ENSP00000303939	P16410	CTLA4_HUMAN	CTLA4 CD152
9606.ENSP00000303960	Q09428	ABCC8_HUMAN	ABCC8 HRINS SUR SUR1
9606.ENSP00000303992	Q9BTV4	TMM43_HUMAN	TMEM43 UNQ2564/PRO6244
9606.ENSP00000304078	Q5T0W9	FA83B_HUMAN	FAM83B C6orf143
9606.ENSP00000304102	Q7L5N1	CSN6_HUMAN	COPS6 CSN6 HVIP
9606.ENSP00000304229	P49773	HINT1_HUMAN	HINT1 HINT PKCI1 PRKCNH1
9606.ENSP00000304236	P08571	CD14_HUMAN	CD14
9606.ENSP00000304268	Q06730	ZN33A_HUMAN	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33
9606.ENSP00000304277	P30408	T4S1_HUMAN	TM4SF1 M3S1 TAAL6
9606.ENSP00000304286	Q12951	FOXI1_HUMAN	FOXI1 FKHL10 FREAC6
9606.ENSP00000304331	Q9H4S2	GSX1_HUMAN	GSX1 GSH1
9606.ENSP00000304376	Q969Q5	RAB24_HUMAN	RAB24
9606.ENSP00000304408	P02461	CO3A1_HUMAN	COL3A1
9606.ENSP00000304429	Q9UNH6	SNX7_HUMAN	SNX7
9606.ENSP00000304437	Q76NI1	KNDC1_HUMAN	KNDC1 C10orf23 KIAA1768 RASGEF2 VKIND hucep-9
9606.ENSP00000304467	P52888	THOP1_HUMAN	THOP1
9606.ENSP00000304592	P49327	FAS_HUMAN	FASN FAS
9606.ENSP00000304669	P35221	CTNA1_HUMAN	CTNNA1
9606.ENSP00000304697	P0CG47	UBB_HUMAN	UBB
9606.ENSP00000304767	P47900	P2RY1_HUMAN	P2RY1
9606.ENSP00000304802	P23919	KTHY_HUMAN	DTYMK CDC8 TMPK TYMK
9606.ENSP00000304811	P16662	UD2B7_HUMAN	UGT2B7 UGTB2B9
9606.ENSP00000304822	P07498	CASK_HUMAN	CSN3 CASK CSN10 CSNK
9606.ENSP00000304895	P35568	IRS1_HUMAN	IRS1
